nodeId1,portId1,nodeId2,portId2,bandwidth,delay
18,10,19,10,400Gbps,1ns
18,11,20,10,400Gbps,1ns
18,12,21,10,400Gbps,1ns
18,13,22,10,400Gbps,1ns
18,14,23,10,400Gbps,1ns
19,11,20,11,400Gbps,1ns
19,12,21,11,400Gbps,1ns
19,13,22,11,400Gbps,1ns
19,14,23,11,400Gbps,1ns
20,12,21,12,400Gbps,1ns
20,13,22,12,400Gbps,1ns
20,14,23,12,400Gbps,1ns
21,13,22,13,400Gbps,1ns
21,14,23,13,400Gbps,1ns
22,14,23,14,400Gbps,1ns
24,8,25,8,400Gbps,1ns
24,9,26,8,400Gbps,1ns
24,10,27,8,400Gbps,1ns
24,11,28,8,400Gbps,1ns
24,12,29,8,400Gbps,1ns
24,13,30,8,400Gbps,1ns
24,14,31,8,400Gbps,1ns
25,9,26,9,400Gbps,1ns
25,10,27,9,400Gbps,1ns
25,11,28,9,400Gbps,1ns
25,12,29,9,400Gbps,1ns
25,13,30,9,400Gbps,1ns
25,14,31,9,400Gbps,1ns
26,10,27,10,400Gbps,1ns
26,11,28,10,400Gbps,1ns
26,12,29,10,400Gbps,1ns
26,13,30,10,400Gbps,1ns
26,14,31,10,400Gbps,1ns
27,11,28,11,400Gbps,1ns
27,12,29,11,400Gbps,1ns
27,13,30,11,400Gbps,1ns
27,14,31,11,400Gbps,1ns
28,12,29,12,400Gbps,1ns
28,13,30,12,400Gbps,1ns
28,14,31,12,400Gbps,1ns
29,13,30,13,400Gbps,1ns
29,14,31,13,400Gbps,1ns
30,14,31,14,400Gbps,1ns
32,8,33,8,400Gbps,1ns
32,9,34,8,400Gbps,1ns
32,10,35,8,400Gbps,1ns
32,11,36,8,400Gbps,1ns
32,12,37,8,400Gbps,1ns
32,13,38,8,400Gbps,1ns
32,14,39,8,400Gbps,1ns
33,9,34,9,400Gbps,1ns
33,10,35,9,400Gbps,1ns
33,11,36,9,400Gbps,1ns
33,12,37,9,400Gbps,1ns
33,13,38,9,400Gbps,1ns
33,14,39,9,400Gbps,1ns
34,10,35,10,400Gbps,1ns
34,11,36,10,400Gbps,1ns
34,12,37,10,400Gbps,1ns
34,13,38,10,400Gbps,1ns
34,14,39,10,400Gbps,1ns
35,11,36,11,400Gbps,1ns
35,12,37,11,400Gbps,1ns
