taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
201,13,9,8947849,URMA_WRITE,7,0ns,201,,0,0,0.0,646.91086,0.0,0.0,110.6533
202,13,1,8947849,URMA_WRITE,7,0ns,202,,0,0,0.0,658.77738,0.0,0.0,108.6601
203,13,8,8947848,URMA_WRITE,7,0ns,203,,0,0,0.0,651.96818,0.0,0.0,109.7949
204,13,2,8947848,URMA_WRITE,7,0ns,204,,0,0,0.0,646.14198,0.0,0.0,110.7849
205,13,7,8947848,URMA_WRITE,7,0ns,205,,0,0,0.0,652.03286,0.0,0.0,109.784
206,13,3,8947848,URMA_WRITE,7,0ns,206,,0,0,0.0,649.76832,0.0,0.0,110.1666
207,13,6,8947848,URMA_WRITE,7,0ns,207,,0,0,0.0,648.49728,0.0,0.0,110.3826
208,13,4,8947848,URMA_WRITE,7,0ns,208,,0,0,0.0,646.4719,0.0,0.0,110.7284
209,13,5,8947848,URMA_WRITE,7,0ns,209,,0,0,0.0,649.69266,0.0,0.0,110.1795
210,14,13,8947849,URMA_WRITE,7,0ns,210,,0,0,0.0,214.85406,0.0,0.0,333.1694
211,14,15,8947849,URMA_WRITE,7,0ns,211,,0,0,0.0,214.85406,0.0,0.0,333.1694
212,14,12,8947849,URMA_WRITE,7,0ns,212,,0,0,0.0,214.85406,0.0,0.0,333.1694
213,14,0,8947849,URMA_WRITE,7,0ns,213,,0,0,0.0,648.42198,0.0,0.0,110.3954
214,14,11,8947849,URMA_WRITE,7,0ns,214,,0,0,0.0,653.72652,0.0,0.0,109.4996
215,14,1,8947849,URMA_WRITE,7,0ns,215,,0,0,0.0,663.53814,0.0,0.0,107.8804
216,14,10,8947849,URMA_WRITE,7,0ns,216,,0,0,0.0,650.92026,0.0,0.0,109.9717
217,14,2,8947849,URMA_WRITE,7,0ns,217,,0,0,0.0,645.63124,0.0,0.0,110.8726
218,14,9,8947848,URMA_WRITE,7,0ns,218,,0,0,0.0,650.89926,0.0,0.0,109.9752
