taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint
363,7,9,2236962,URMA_WRITE,7,0ns,108,,0,0,3,3
364,7,9,2236962,URMA_WRITE,7,0ns,108,,1,1,4,4
365,7,9,2236962,URMA_WRITE,7,0ns,108,,2,2,5,5
366,7,9,2236963,URMA_WRITE,7,0ns,108,,3,3,6,6
367,7,4,8947849,URMA_WRITE,7,0ns,109,,0,0,0,2
368,7,10,2236962,URMA_WRITE,7,0ns,110,,0,0,3,3
369,7,10,2236962,URMA_WRITE,7,0ns,110,,1,1,4,4
370,7,10,2236962,URMA_WRITE,7,0ns,110,,2,2,5,5
371,7,10,2236963,URMA_WRITE,7,0ns,110,,3,3,6,6
372,7,3,2236962,URMA_WRITE,7,0ns,111,,0,0,3,3
373,7,3,2236962,URMA_WRITE,7,0ns,111,,1,1,4,4
374,7,3,2236962,URMA_WRITE,7,0ns,111,,2,2,5,5
375,7,3,2236963,URMA_WRITE,7,0ns,111,,3,3,6,6
376,7,11,2236962,URMA_WRITE,7,0ns,112,,0,0,3,3
377,7,11,2236962,URMA_WRITE,7,0ns,112,,1,1,4,4
