taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
198,13,15,8947849,URMA_WRITE,7,0ns,198,,199,199,0.0,181.63326,0.0,0.0,394.1062
199,13,10,8947849,URMA_WRITE,7,0ns,199,,200,200,0.0,557.96606,0.0,0.0,128.2924
200,13,0,8947849,URMA_WRITE,7,0ns,200,,201,201,0.0,553.26086,0.0,0.0,129.3834
201,13,9,8947849,URMA_WRITE,7,0ns,201,,202,202,0.0,553.00898,0.0,0.0,129.4424
202,13,1,8947849,URMA_WRITE,7,0ns,202,,203,203,0.0,562.73708,0.0,0.0,127.2047
203,13,8,8947848,URMA_WRITE,7,0ns,203,,204,204,0.0,553.51674,0.0,0.0,129.3236
204,13,2,8947848,URMA_WRITE,7,0ns,204,,205,205,0.0,556.63194,0.0,0.0,128.5999
205,13,7,8947848,URMA_WRITE,7,0ns,205,,206,206,0.0,553.40858,0.0,0.0,129.3489
206,13,3,8947848,URMA_WRITE,7,0ns,206,,207,207,0.0,558.24962,0.0,0.0,128.2272
207,13,6,8947848,URMA_WRITE,7,0ns,207,,208,208,0.0,561.42512,0.0,0.0,127.5019
208,13,4,8947848,URMA_WRITE,7,0ns,208,,209,209,0.0,555.00978,0.0,0.0,128.9757
209,13,5,8947848,URMA_WRITE,7,0ns,209,,210,210,0.0,558.94974,0.0,0.0,128.0666
210,14,13,8947849,URMA_WRITE,7,0ns,210,,211,211,0.0,181.63326,0.0,0.0,394.1062
211,14,15,8947849,URMA_WRITE,7,0ns,211,,212,212,0.0,181.63326,0.0,0.0,394.1062
212,14,12,8947849,URMA_WRITE,7,0ns,212,,213,213,0.0,181.63326,0.0,0.0,394.1062
213,14,0,8947849,URMA_WRITE,7,0ns,213,,214,214,0.0,554.86396,0.0,0.0,129.0096
214,14,11,8947849,URMA_WRITE,7,0ns,214,,215,215,0.0,556.31408,0.0,0.0,128.6733
215,14,1,8947849,URMA_WRITE,7,0ns,215,,216,216,0.0,562.71208,0.0,0.0,127.2103
216,14,10,8947849,URMA_WRITE,7,0ns,216,,217,217,0.0,549.09056,0.0,0.0,130.3661
217,14,2,8947849,URMA_WRITE,7,0ns,217,,218,218,0.0,554.3512,0.0,0.0,129.129
218,14,9,8947848,URMA_WRITE,7,0ns,218,,219,219,0.0,552.44948,0.0,0.0,129.5734
219,14,3,8947848,URMA_WRITE,7,0ns,219,,220,220,0.0,558.24562,0.0,0.0,128.2281
220,14,8,8947848,URMA_WRITE,7,0ns,220,,221,221,0.0,556.30908,0.0,0.0,128.6745
221,14,4,8947848,URMA_WRITE,7,0ns,221,,222,222,0.0,554.92962,0.0,0.0,128.9943
222,14,7,8947848,URMA_WRITE,7,0ns,222,,223,223,0.0,554.04444,0.0,0.0,129.2004
223,14,5,8947848,URMA_WRITE,7,0ns,223,,224,224,0.0,555.96656,0.0,0.0,128.7538
224,14,6,8947848,URMA_WRITE,7,0ns,224,,225,225,0.0,561.42612,0.0,0.0,127.5017
225,15,14,8947849,URMA_WRITE,7,0ns,225,,226,226,0.0,181.63326,0.0,0.0,394.1062
226,15,0,8947849,URMA_WRITE,7,0ns,226,,227,227,0.0,554.86296,0.0,0.0,129.0099
227,15,13,8947849,URMA_WRITE,7,0ns,227,,228,228,0.0,181.63326,0.0,0.0,394.1062
228,15,1,8947849,URMA_WRITE,7,0ns,228,,229,229,0.0,562.71108,0.0,0.0,127.2106
229,15,12,8947849,URMA_WRITE,7,0ns,229,,230,230,0.0,181.63326,0.0,0.0,394.1062
230,15,2,8947849,URMA_WRITE,7,0ns,230,,231,231,0.0,558.15586,0.0,0.0,128.2488
231,15,11,8947849,URMA_WRITE,7,0ns,231,,232,232,0.0,558.16186,0.0,0.0,128.2474
232,15,3,8947849,URMA_WRITE,7,0ns,232,,233,233,0.0,558.24462,0.0,0.0,128.2284
233,15,10,8947848,URMA_WRITE,7,0ns,233,,234,234,0.0,558.08004,0.0,0.0,128.2662
234,15,4,8947848,URMA_WRITE,7,0ns,234,,235,235,0.0,554.59406,0.0,0.0,129.0724
235,15,9,8947848,URMA_WRITE,7,0ns,235,,236,236,0.0,552.5577,0.0,0.0,129.5481
236,15,5,8947848,URMA_WRITE,7,0ns,236,,237,237,0.0,561.29702,0.0,0.0,127.531
237,15,8,8947848,URMA_WRITE,7,0ns,237,,238,238,0.0,551.95164,0.0,0.0,129.6903
238,15,6,8947848,URMA_WRITE,7,0ns,238,,239,239,0.0,558.74364,0.0,0.0,128.1138
239,15,7,8947848,URMA_WRITE,7,0ns,239,,240,240,0.0,556.25592,0.0,0.0,128.6868
