nodeId1,portId1,nodeId2,portId2,bandwidth,delay
26,0,131,2,400Gbps,1ns
26,1,147,2,400Gbps,1ns
26,2,163,2,400Gbps,1ns
26,3,179,2,400Gbps,1ns
26,4,195,2,400Gbps,1ns
26,5,211,2,400Gbps,1ns
26,6,227,2,400Gbps,1ns
26,7,243,2,400Gbps,1ns
27,0,131,3,400Gbps,1ns
27,1,147,3,400Gbps,1ns
27,2,163,3,400Gbps,1ns
27,3,179,3,400Gbps,1ns
27,4,195,3,400Gbps,1ns
27,5,211,3,400Gbps,1ns
27,6,227,3,400Gbps,1ns
27,7,243,3,400Gbps,1ns
28,0,131,4,400Gbps,1ns
28,1,147,4,400Gbps,1ns
28,2,163,4,400Gbps,1ns
28,3,179,4,400Gbps,1ns
28,4,195,4,400Gbps,1ns
28,5,211,4,400Gbps,1ns
28,6,227,4,400Gbps,1ns
28,7,243,4,400Gbps,1ns
29,0,131,5,400Gbps,1ns
29,1,147,5,400Gbps,1ns
29,2,163,5,400Gbps,1ns
29,3,179,5,400Gbps,1ns
29,4,195,5,400Gbps,1ns
29,5,211,5,400Gbps,1ns
29,6,227,5,400Gbps,1ns
29,7,243,5,400Gbps,1ns
30,0,131,6,400Gbps,1ns
30,1,147,6,400Gbps,1ns
30,2,163,6,400Gbps,1ns
30,3,179,6,400Gbps,1ns
30,4,195,6,400Gbps,1ns
30,5,211,6,400Gbps,1ns
30,6,227,6,400Gbps,1ns
30,7,243,6,400Gbps,1ns
31,0,131,7,400Gbps,1ns
31,1,147,7,400Gbps,1ns
31,2,163,7,400Gbps,1ns
31,3,179,7,400Gbps,1ns
31,4,195,7,400Gbps,1ns
31,5,211,7,400Gbps,1ns
31,6,227,7,400Gbps,1ns
31,7,243,7,400Gbps,1ns
32,0,132,0,400Gbps,1ns
32,1,148,0,400Gbps,1ns
32,2,164,0,400Gbps,1ns
32,3,180,0,400Gbps,1ns
32,4,196,0,400Gbps,1ns
32,5,212,0,400Gbps,1ns
32,6,228,0,400Gbps,1ns
32,7,244,0,400Gbps,1ns
33,0,132,1,400Gbps,1ns
33,1,148,1,400Gbps,1ns
33,2,164,1,400Gbps,1ns
33,3,180,1,400Gbps,1ns
33,4,196,1,400Gbps,1ns
33,5,212,1,400Gbps,1ns
33,6,228,1,400Gbps,1ns
33,7,244,1,400Gbps,1ns
34,0,132,2,400Gbps,1ns
34,1,148,2,400Gbps,1ns
34,2,164,2,400Gbps,1ns
34,3,180,2,400Gbps,1ns
